Student ID,Question ID,Knowledge Component,Knowledge Components,Difficulty,Response,Answer,Status,literal_number_correct,literal_number_incorrect,inferential_number_correct,inferential_number_incorrect,critical_number_correct,critical_number_incorrect
4,2,inferential,"[0, 1, 0]",9.418657000508436,B,B,1,0,0,1,0,0,0
4,3,inferential,"[0, 1, 0]",8.986986090029994,C,C,1,0,0,2,0,0,0
4,4,inferential,"[0, 1, 0]",9.014710410853871,A,A,1,0,0,3,0,0,0
4,5,inferential,"[0, 1, 0]",9.40224051539958,A,A,1,0,0,4,0,0,0
4,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,5,0,0,0
4,7,critical,"[0, 0, 1]",9.381757705161776,A,D,0,1,0,0,0,0,0
4,8,inferential,"[0, 1, 0]",9.49525004529942,A,B,0,0,0,0,0,0,1
4,9,literal,"[1, 0, 0]",8.431689417989418,C,A,0,0,0,0,1,0,0
4,10,literal,"[1, 0, 0]",8.431689417989418,D,C,0,0,1,0,0,0,0
4,11,critical,"[0, 0, 1]",9.683797540643393,A,C,0,0,2,0,0,0,0
4,12,inferential,"[0, 1, 0]",9.617674180239577,A,D,0,0,0,0,0,0,1
4,13,literal,"[1, 0, 0]",9.809334489693313,A,A,1,0,0,0,1,0,0
4,14,literal,"[1, 0, 0]",9.809334489693313,A,B,0,1,0,0,0,0,0
4,15,critical,"[0, 0, 1]",10.601314473197025,A,B,0,1,1,0,0,0,0
4,16,critical,"[0, 0, 1]",9.534300459978933,B,C,0,0,0,0,0,0,1
4,17,critical,"[0, 0, 1]",9.476997295932037,A,C,0,0,0,0,0,0,2
4,18,critical,"[0, 0, 1]",9.817301953532693,B,B,1,0,0,0,0,0,3
4,19,inferential,"[0, 1, 0]",9.964473565718272,C,D,0,0,0,0,0,1,3
5,0,literal,"[1, 0, 0]",8.281581293595435,C,D,0,0,0,0,0,0,0
5,1,inferential,"[0, 1, 0]",8.930296569606336,C,B,0,0,1,0,0,0,0
5,2,inferential,"[0, 1, 0]",9.418657000508436,D,B,0,0,0,0,1,0,0
5,3,inferential,"[0, 1, 0]",8.986986090029994,A,C,0,0,0,0,2,0,0
5,4,inferential,"[0, 1, 0]",9.014710410853871,C,A,0,0,0,0,3,0,0
5,5,inferential,"[0, 1, 0]",9.40224051539958,B,A,0,0,0,0,4,0,0
5,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,0,5,0,0
5,7,critical,"[0, 0, 1]",9.381757705161776,D,D,1,1,0,0,0,0,0
5,8,inferential,"[0, 1, 0]",9.49525004529942,B,B,1,0,0,0,0,1,0
5,9,literal,"[1, 0, 0]",8.431689417989418,C,A,0,0,0,1,0,0,0
5,10,literal,"[1, 0, 0]",8.431689417989418,D,C,0,0,1,0,0,0,0
5,11,critical,"[0, 0, 1]",9.683797540643393,D,C,0,0,2,0,0,0,0
5,12,inferential,"[0, 1, 0]",9.617674180239577,B,D,0,0,0,0,0,0,1
5,13,literal,"[1, 0, 0]",9.809334489693313,C,A,0,0,0,0,1,0,0
5,14,literal,"[1, 0, 0]",9.809334489693313,B,B,1,0,1,0,0,0,0
5,15,critical,"[0, 0, 1]",10.601314473197025,A,B,0,1,1,0,0,0,0
5,16,critical,"[0, 0, 1]",9.534300459978933,D,C,0,0,0,0,0,0,1
5,17,critical,"[0, 0, 1]",9.476997295932037,B,C,0,0,0,0,0,0,2
5,18,critical,"[0, 0, 1]",9.817301953532693,C,B,0,0,0,0,0,0,3
5,19,inferential,"[0, 1, 0]",9.964473565718272,D,D,1,0,0,0,0,0,4
6,0,literal,"[1, 0, 0]",8.281581293595435,D,D,1,0,0,0,0,0,0
6,1,inferential,"[0, 1, 0]",8.930296569606336,C,B,0,1,0,0,0,0,0
6,2,inferential,"[0, 1, 0]",9.418657000508436,B,B,1,0,0,0,1,0,0
6,3,inferential,"[0, 1, 0]",8.986986090029994,A,C,0,0,0,1,1,0,0
6,4,inferential,"[0, 1, 0]",9.014710410853871,C,A,0,0,0,1,2,0,0
6,5,inferential,"[0, 1, 0]",9.40224051539958,D,A,0,0,0,1,3,0,0
6,6,literal,"[1, 0, 0]",8.599516274509805,A,B,0,0,0,1,4,0,0
6,7,critical,"[0, 0, 1]",9.381757705161776,D,D,1,0,1,0,0,0,0
6,8,inferential,"[0, 1, 0]",9.49525004529942,A,B,0,0,0,0,0,1,0
6,9,literal,"[1, 0, 0]",8.431689417989418,B,A,0,0,0,0,1,0,0
6,10,literal,"[1, 0, 0]",8.431689417989418,,C,0,0,1,0,0,0,0
6,11,critical,"[0, 0, 1]",9.683797540643393,A,C,0,0,2,0,0,0,0
6,12,inferential,"[0, 1, 0]",9.617674180239577,C,D,0,0,0,0,0,0,1
6,13,literal,"[1, 0, 0]",9.809334489693313,C,A,0,0,0,0,1,0,0
6,14,literal,"[1, 0, 0]",9.809334489693313,B,B,1,0,1,0,0,0,0
6,15,critical,"[0, 0, 1]",10.601314473197025,B,B,1,1,1,0,0,0,0
6,16,critical,"[0, 0, 1]",9.534300459978933,D,C,0,0,0,0,0,1,0
6,17,critical,"[0, 0, 1]",9.476997295932037,C,C,1,0,0,0,0,1,1
6,18,critical,"[0, 0, 1]",9.817301953532693,C,B,0,0,0,0,0,2,1
6,19,inferential,"[0, 1, 0]",9.964473565718272,A,D,0,0,0,0,0,2,2
7,0,literal,"[1, 0, 0]",8.281581293595435,D,D,1,0,0,0,0,0,0
7,1,inferential,"[0, 1, 0]",8.930296569606336,B,B,1,1,0,0,0,0,0
7,2,inferential,"[0, 1, 0]",9.418657000508436,C,B,0,0,0,1,0,0,0
7,3,inferential,"[0, 1, 0]",8.986986090029994,A,C,0,0,0,1,1,0,0
7,4,inferential,"[0, 1, 0]",9.014710410853871,A,A,1,0,0,1,2,0,0
7,5,inferential,"[0, 1, 0]",9.40224051539958,A,A,1,0,0,2,2,0,0
7,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,3,2,0,0
7,7,critical,"[0, 0, 1]",9.381757705161776,B,D,0,1,0,0,0,0,0
7,8,inferential,"[0, 1, 0]",9.49525004529942,C,B,0,0,0,0,0,0,1
7,9,literal,"[1, 0, 0]",8.431689417989418,,A,0,0,0,0,1,0,0
7,10,literal,"[1, 0, 0]",8.431689417989418,A,C,0,0,1,0,0,0,0
7,11,critical,"[0, 0, 1]",9.683797540643393,C,C,1,0,2,0,0,0,0
7,12,inferential,"[0, 1, 0]",9.617674180239577,C,D,0,0,0,0,0,1,0
7,13,literal,"[1, 0, 0]",9.809334489693313,D,A,0,0,0,0,1,0,0
7,14,literal,"[1, 0, 0]",9.809334489693313,A,B,0,0,1,0,0,0,0
7,15,critical,"[0, 0, 1]",10.601314473197025,D,B,0,0,2,0,0,0,0
7,16,critical,"[0, 0, 1]",9.534300459978933,D,C,0,0,0,0,0,0,1
7,17,critical,"[0, 0, 1]",9.476997295932037,A,C,0,0,0,0,0,0,2
7,18,critical,"[0, 0, 1]",9.817301953532693,D,B,0,0,0,0,0,0,3
7,19,inferential,"[0, 1, 0]",9.964473565718272,C,D,0,0,0,0,0,0,4
8,0,literal,"[1, 0, 0]",8.281581293595435,D,D,1,0,0,0,0,0,0
8,1,inferential,"[0, 1, 0]",8.930296569606336,B,B,1,1,0,0,0,0,0
8,2,inferential,"[0, 1, 0]",9.418657000508436,B,B,1,0,0,1,0,0,0
8,3,inferential,"[0, 1, 0]",8.986986090029994,A,C,0,0,0,2,0,0,0
8,4,inferential,"[0, 1, 0]",9.014710410853871,A,A,1,0,0,2,1,0,0
8,5,inferential,"[0, 1, 0]",9.40224051539958,A,A,1,0,0,3,1,0,0
8,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,4,1,0,0
8,7,critical,"[0, 0, 1]",9.381757705161776,D,D,1,1,0,0,0,0,0
8,8,inferential,"[0, 1, 0]",9.49525004529942,C,B,0,0,0,0,0,1,0
8,9,literal,"[1, 0, 0]",8.431689417989418,B,A,0,0,0,0,1,0,0
8,10,literal,"[1, 0, 0]",8.431689417989418,A,C,0,0,1,0,0,0,0
8,11,critical,"[0, 0, 1]",9.683797540643393,B,C,0,0,2,0,0,0,0
8,12,inferential,"[0, 1, 0]",9.617674180239577,C,D,0,0,0,0,0,0,1
8,13,literal,"[1, 0, 0]",9.809334489693313,B,A,0,0,0,0,1,0,0
8,14,literal,"[1, 0, 0]",9.809334489693313,B,B,1,0,1,0,0,0,0
8,15,critical,"[0, 0, 1]",10.601314473197025,B,B,1,1,1,0,0,0,0
8,16,critical,"[0, 0, 1]",9.534300459978933,D,C,0,0,0,0,0,1,0
8,17,critical,"[0, 0, 1]",9.476997295932037,C,C,1,0,0,0,0,1,1
8,18,critical,"[0, 0, 1]",9.817301953532693,C,B,0,0,0,0,0,2,1
8,19,inferential,"[0, 1, 0]",9.964473565718272,D,D,1,0,0,0,0,2,2
9,0,literal,"[1, 0, 0]",8.281581293595435,D,D,1,0,0,0,0,0,0
9,1,inferential,"[0, 1, 0]",8.930296569606336,B,B,1,1,0,0,0,0,0
9,2,inferential,"[0, 1, 0]",9.418657000508436,C,B,0,0,0,1,0,0,0
9,3,inferential,"[0, 1, 0]",8.986986090029994,B,C,0,0,0,1,1,0,0
9,4,inferential,"[0, 1, 0]",9.014710410853871,A,A,1,0,0,1,2,0,0
9,5,inferential,"[0, 1, 0]",9.40224051539958,A,A,1,0,0,2,2,0,0
9,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,3,2,0,0
9,7,critical,"[0, 0, 1]",9.381757705161776,B,D,0,1,0,0,0,0,0
9,8,inferential,"[0, 1, 0]",9.49525004529942,D,B,0,0,0,0,0,0,1
9,9,literal,"[1, 0, 0]",8.431689417989418,C,A,0,0,0,0,1,0,0
9,10,literal,"[1, 0, 0]",8.431689417989418,A,C,0,0,1,0,0,0,0
9,11,critical,"[0, 0, 1]",9.683797540643393,A,C,0,0,2,0,0,0,0
9,12,inferential,"[0, 1, 0]",9.617674180239577,A,D,0,0,0,0,0,0,1
9,13,literal,"[1, 0, 0]",9.809334489693313,B,A,0,0,0,0,1,0,0
9,14,literal,"[1, 0, 0]",9.809334489693313,B,B,1,0,1,0,0,0,0
9,15,critical,"[0, 0, 1]",10.601314473197025,C,B,0,1,1,0,0,0,0
9,16,critical,"[0, 0, 1]",9.534300459978933,D,C,0,0,0,0,0,0,1
9,17,critical,"[0, 0, 1]",9.476997295932037,B,C,0,0,0,0,0,0,2
9,18,critical,"[0, 0, 1]",9.817301953532693,D,B,0,0,0,0,0,0,3
9,19,inferential,"[0, 1, 0]",9.964473565718272,D,D,1,0,0,0,0,0,4
10,0,literal,"[1, 0, 0]",8.281581293595435,D,D,1,0,0,0,0,0,0
10,1,inferential,"[0, 1, 0]",8.930296569606336,B,B,1,1,0,0,0,0,0
10,2,inferential,"[0, 1, 0]",9.418657000508436,C,B,0,0,0,1,0,0,0
10,3,inferential,"[0, 1, 0]",8.986986090029994,A,C,0,0,0,1,1,0,0
10,4,inferential,"[0, 1, 0]",9.014710410853871,C,A,0,0,0,1,2,0,0
10,5,inferential,"[0, 1, 0]",9.40224051539958,A,A,1,0,0,1,3,0,0
10,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,2,3,0,0
10,7,critical,"[0, 0, 1]",9.381757705161776,D,D,1,1,0,0,0,0,0
10,8,inferential,"[0, 1, 0]",9.49525004529942,C,B,0,0,0,0,0,1,0
10,9,literal,"[1, 0, 0]",8.431689417989418,C,A,0,0,0,0,1,0,0
10,10,literal,"[1, 0, 0]",8.431689417989418,A,C,0,0,1,0,0,0,0
10,11,critical,"[0, 0, 1]",9.683797540643393,A,C,0,0,2,0,0,0,0
10,12,inferential,"[0, 1, 0]",9.617674180239577,A,D,0,0,0,0,0,0,1
10,13,literal,"[1, 0, 0]",9.809334489693313,A,A,1,0,0,0,1,0,0
10,14,literal,"[1, 0, 0]",9.809334489693313,C,B,0,1,0,0,0,0,0
10,15,critical,"[0, 0, 1]",10.601314473197025,A,B,0,1,1,0,0,0,0
10,16,critical,"[0, 0, 1]",9.534300459978933,B,C,0,0,0,0,0,0,1
10,17,critical,"[0, 0, 1]",9.476997295932037,D,C,0,0,0,0,0,0,2
10,18,critical,"[0, 0, 1]",9.817301953532693,D,B,0,0,0,0,0,0,3
10,19,inferential,"[0, 1, 0]",9.964473565718272,C,D,0,0,0,0,0,0,4
11,0,literal,"[1, 0, 0]",8.281581293595435,D,D,1,0,0,0,0,0,0
11,1,inferential,"[0, 1, 0]",8.930296569606336,C,B,0,1,0,0,0,0,0
11,2,inferential,"[0, 1, 0]",9.418657000508436,B,B,1,0,0,0,1,0,0
11,3,inferential,"[0, 1, 0]",8.986986090029994,A,C,0,0,0,1,1,0,0
11,4,inferential,"[0, 1, 0]",9.014710410853871,C,A,0,0,0,1,2,0,0
11,5,inferential,"[0, 1, 0]",9.40224051539958,A,A,1,0,0,1,3,0,0
11,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,2,3,0,0
11,7,critical,"[0, 0, 1]",9.381757705161776,B,D,0,1,0,0,0,0,0
11,8,inferential,"[0, 1, 0]",9.49525004529942,B,B,1,0,0,0,0,0,1
11,9,literal,"[1, 0, 0]",8.431689417989418,C,A,0,0,0,1,0,0,0
11,10,literal,"[1, 0, 0]",8.431689417989418,C,C,1,0,1,0,0,0,0
11,11,critical,"[0, 0, 1]",9.683797540643393,B,C,0,1,1,0,0,0,0
11,12,inferential,"[0, 1, 0]",9.617674180239577,A,D,0,0,0,0,0,0,1
11,13,literal,"[1, 0, 0]",9.809334489693313,C,A,0,0,0,0,1,0,0
11,14,literal,"[1, 0, 0]",9.809334489693313,D,B,0,0,1,0,0,0,0
11,15,critical,"[0, 0, 1]",10.601314473197025,D,B,0,0,2,0,0,0,0
11,16,critical,"[0, 0, 1]",9.534300459978933,B,C,0,0,0,0,0,0,1
11,17,critical,"[0, 0, 1]",9.476997295932037,B,C,0,0,0,0,0,0,2
11,18,critical,"[0, 0, 1]",9.817301953532693,C,B,0,0,0,0,0,0,3
11,19,inferential,"[0, 1, 0]",9.964473565718272,A,D,0,0,0,0,0,0,4
12,0,literal,"[1, 0, 0]",8.281581293595435,C,D,0,0,0,0,0,0,0
12,1,inferential,"[0, 1, 0]",8.930296569606336,B,B,1,0,1,0,0,0,0
12,2,inferential,"[0, 1, 0]",9.418657000508436,D,B,0,0,0,1,0,0,0
12,3,inferential,"[0, 1, 0]",8.986986090029994,C,C,1,0,0,1,1,0,0
12,4,inferential,"[0, 1, 0]",9.014710410853871,A,A,1,0,0,2,1,0,0
12,5,inferential,"[0, 1, 0]",9.40224051539958,B,A,0,0,0,3,1,0,0
12,6,literal,"[1, 0, 0]",8.599516274509805,A,B,0,0,0,3,2,0,0
12,7,critical,"[0, 0, 1]",9.381757705161776,B,D,0,0,1,0,0,0,0
12,8,inferential,"[0, 1, 0]",9.49525004529942,B,B,1,0,0,0,0,0,1
12,9,literal,"[1, 0, 0]",8.431689417989418,A,A,1,0,0,1,0,0,0
12,10,literal,"[1, 0, 0]",8.431689417989418,B,C,0,1,0,0,0,0,0
12,11,critical,"[0, 0, 1]",9.683797540643393,A,C,0,1,1,0,0,0,0
12,12,inferential,"[0, 1, 0]",9.617674180239577,D,D,1,0,0,0,0,0,1
12,13,literal,"[1, 0, 0]",9.809334489693313,B,A,0,0,0,1,0,0,0
12,14,literal,"[1, 0, 0]",9.809334489693313,A,B,0,0,1,0,0,0,0
12,15,critical,"[0, 0, 1]",10.601314473197025,C,B,0,0,2,0,0,0,0
12,16,critical,"[0, 0, 1]",9.534300459978933,D,C,0,0,0,0,0,0,1
12,17,critical,"[0, 0, 1]",9.476997295932037,B,C,0,0,0,0,0,0,2
12,18,critical,"[0, 0, 1]",9.817301953532693,A,B,0,0,0,0,0,0,3
12,19,inferential,"[0, 1, 0]",9.964473565718272,B,D,0,0,0,0,0,0,4
13,0,literal,"[1, 0, 0]",8.281581293595435,D,D,1,0,0,0,0,0,0
13,1,inferential,"[0, 1, 0]",8.930296569606336,A,B,0,1,0,0,0,0,0
13,2,inferential,"[0, 1, 0]",9.418657000508436,B,B,1,0,0,0,1,0,0
13,3,inferential,"[0, 1, 0]",8.986986090029994,D,C,0,0,0,1,1,0,0
13,4,inferential,"[0, 1, 0]",9.014710410853871,A,A,1,0,0,1,2,0,0
13,5,inferential,"[0, 1, 0]",9.40224051539958,A,A,1,0,0,2,2,0,0
13,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,3,2,0,0
13,7,critical,"[0, 0, 1]",9.381757705161776,B,D,0,1,0,0,0,0,0
13,8,inferential,"[0, 1, 0]",9.49525004529942,B,B,1,0,0,0,0,0,1
13,9,literal,"[1, 0, 0]",8.431689417989418,C,A,0,0,0,1,0,0,0
13,10,literal,"[1, 0, 0]",8.431689417989418,A,C,0,0,1,0,0,0,0
13,11,critical,"[0, 0, 1]",9.683797540643393,C,C,1,0,2,0,0,0,0
13,12,inferential,"[0, 1, 0]",9.617674180239577,D,D,1,0,0,0,0,1,0
13,13,literal,"[1, 0, 0]",9.809334489693313,B,A,0,0,0,1,0,0,0
13,14,literal,"[1, 0, 0]",9.809334489693313,B,B,1,0,1,0,0,0,0
13,15,critical,"[0, 0, 1]",10.601314473197025,B,B,1,1,1,0,0,0,0
13,16,critical,"[0, 0, 1]",9.534300459978933,D,C,0,0,0,0,0,1,0
13,17,critical,"[0, 0, 1]",9.476997295932037,B,C,0,0,0,0,0,1,1
13,18,critical,"[0, 0, 1]",9.817301953532693,A,B,0,0,0,0,0,1,2
13,19,inferential,"[0, 1, 0]",9.964473565718272,A,D,0,0,0,0,0,1,3
14,0,literal,"[1, 0, 0]",8.281581293595435,C,D,0,0,0,0,0,0,0
14,1,inferential,"[0, 1, 0]",8.930296569606336,D,B,0,0,1,0,0,0,0
14,2,inferential,"[0, 1, 0]",9.418657000508436,C,B,0,0,0,0,1,0,0
14,3,inferential,"[0, 1, 0]",8.986986090029994,C,C,1,0,0,0,2,0,0
14,4,inferential,"[0, 1, 0]",9.014710410853871,A,A,1,0,0,1,2,0,0
14,5,inferential,"[0, 1, 0]",9.40224051539958,B,A,0,0,0,2,2,0,0
14,6,literal,"[1, 0, 0]",8.599516274509805,C,B,0,0,0,2,3,0,0
14,7,critical,"[0, 0, 1]",9.381757705161776,B,D,0,0,1,0,0,0,0
14,8,inferential,"[0, 1, 0]",9.49525004529942,A,B,0,0,0,0,0,0,1
14,9,literal,"[1, 0, 0]",8.431689417989418,C,A,0,0,0,0,1,0,0
14,10,literal,"[1, 0, 0]",8.431689417989418,C,C,1,0,1,0,0,0,0
14,11,critical,"[0, 0, 1]",9.683797540643393,A,C,0,1,1,0,0,0,0
14,12,inferential,"[0, 1, 0]",9.617674180239577,A,D,0,0,0,0,0,0,1
14,13,literal,"[1, 0, 0]",9.809334489693313,B,A,0,0,0,0,1,0,0
14,14,literal,"[1, 0, 0]",9.809334489693313,B,B,1,0,1,0,0,0,0
14,15,critical,"[0, 0, 1]",10.601314473197025,C,B,0,1,1,0,0,0,0
14,16,critical,"[0, 0, 1]",9.534300459978933,D,C,0,0,0,0,0,0,1
14,17,critical,"[0, 0, 1]",9.476997295932037,B,C,0,0,0,0,0,0,2
14,18,critical,"[0, 0, 1]",9.817301953532693,D,B,0,0,0,0,0,0,3
14,19,inferential,"[0, 1, 0]",9.964473565718272,D,D,1,0,0,0,0,0,4
15,0,literal,"[1, 0, 0]",8.281581293595435,D,D,1,0,0,0,0,0,0
15,1,inferential,"[0, 1, 0]",8.930296569606336,B,B,1,1,0,0,0,0,0
15,2,inferential,"[0, 1, 0]",9.418657000508436,B,B,1,0,0,1,0,0,0
15,3,inferential,"[0, 1, 0]",8.986986090029994,A,C,0,0,0,2,0,0,0
15,4,inferential,"[0, 1, 0]",9.014710410853871,C,A,0,0,0,2,1,0,0
15,5,inferential,"[0, 1, 0]",9.40224051539958,B,A,0,0,0,2,2,0,0
15,6,literal,"[1, 0, 0]",8.599516274509805,B,B,1,0,0,2,3,0,0
15,7,critical,"[0, 0, 1]",9.381757705161776,B,D,0,1,0,0,0,0,0
15,8,inferential,"[0, 1, 0]",9.49525004529942,A,B,0,0,0,0,0,0,1
15,9,literal,"[1, 0, 0]",8.431689417989418,A,A,1,0,0,0,1,0,0
